Vitals:
Now:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

                Now,"61900880","25","0","","","526","1132","1","0","","","","","","","6605712","848924","820372","28552","0","0","96","","","23","","","32","","","14400","13927","2048","1870","23808","10304","","10","1","","","","","2903","","",

Last 6 minutes:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

2022-03-04 13:45:39,"61930664","25","0","0","0","526","1163","24","0","87","5","5","0","0","0","6606740","820884","792328","28556","0","0","96","88","6","22","128","0","62","262144","19665","14400","13845","2048","1856","23808","10240","289637","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:40,"61930664","25","0","0","0","526","1163","25","0","87","5","6","0","0","0","6606740","820884","792328","28556","0","0","96","87","6","22","128","0","62","262144","148414","14400","13845","2048","1856","23808","10240","173037","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:41,"61930664","25","0","0","0","526","1155","15","0","83","5","8","0","0","0","6606740","820884","792328","28556","0","0","96","85","5","22","128","0","54","262144","69477","14400","13845","2048","1856","23808","10240","114792","28","18","0","54384","49","44","2875","0","0",
2022-03-04 13:45:42,"61930168","25","0","0","0","526","1163","25","0","62","4","31","0","0","0","6606740","820884","792328","28556","0","0","96","63","4","22","128","0","62","262144","91239","14400","13845","2048","1856","23808","10240","206171","36","26","26","62608","49","44","2875","0","0",
2022-03-04 13:45:43,"61930168","25","0","0","0","526","1163","25","0","87","5","6","0","0","0","6606740","821148","792592","28556","0","0","96","88","5","22","128","0","62","262144","60627","14400","13845","2048","1856","23808","10240","155818","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:44,"61930168","25","0","0","0","526","1163","24","0","88","6","4","0","0","0","6606740","821148","792592","28556","0","0","96","89","6","22","128","0","62","262144","37034","14400","13845","2048","1856","23808","10240","217876","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:45,"61930168","25","0","0","0","526","1162","24","0","84","6","6","0","0","0","6606740","821148","792592","28556","0","0","96","87","6","22","128","0","61","262144","116162","14400","13845","2048","1856","23808","10240","156089","35","25","0","61580","49","44","2875","0","0",
2022-03-04 13:45:46,"61930172","25","0","0","0","526","1161","23","0","62","3","33","0","0","0","6606740","821148","792592","28556","0","0","96","62","3","22","128","0","62","262144","33848","14400","13845","2048","1856","23808","10240","92872","36","26","26","62608","49","44","2875","0","0",
2022-03-04 13:45:47,"61930176","25","0","0","0","526","1161","23","0","87","6","4","0","0","0","6606740","821148","792592","28556","0","0","96","88","6","22","128","0","62","262144","86177","14400","13845","2048","1856","23808","10240","213016","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:48,"61930176","25","0","0","0","526","1161","25","0","86","5","6","0","0","0","6606740","821148","792592","28556","0","0","96","88","5","22","128","0","62","262144","140583","14400","13845","2048","1856","23808","10240","113734","36","26","0","62608","49","44","2875","0","0",
