Vitals:
Now:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

                Now,"56542948","47","0","","","532","1561","3","0","","","","","","","23395448","1740880","1712632","28248","0","0","88","","","23","","","32","","","14400","13925","2048","1876","23808","10112","","10","1","","","","","2914","","",

Last 6 minutes:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

2022-03-02 14:50:03,"57129888","44","0","0","0","531","1563","21","0","55","11","29","0","0","0","23396476","1109220","1080968","28252","0","0","88","57","11","22","132","0","62","425984","159025","14336","13812","2048","1862","23808","9920","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:50:04,"56931060","45","0","0","0","531","1563","20","0","70","14","10","0","0","0","23396476","1306020","1277768","28252","0","0","88","72","14","22","131","0","62","622592","304398","14336","13812","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:50:05,"56645292","46","0","0","0","531","1563","19","0","67","15","11","0","0","0","23396476","1594000","1565748","28252","0","0","88","70","16","22","131","0","62","909312","514110","14336","13812","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:50:06,"56643528","46","0","0","0","531","1563","21","1","67","15","12","0","0","0","23396476","1594000","1565748","28252","0","0","88","70","16","22","131","0","62","909312","533004","14336","13812","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:50:07,"57124352","45","0","0","0","531","1566","22","0","55","11","32","0","0","0","23396476","1118196","1089944","28252","0","0","88","55","11","22","133","0","65","434176","90301","14336","13814","2048","1862","23808","9984","","39","26","29","65692","57","52","2888","0","0",
2022-03-02 14:50:08,"56923256","45","0","0","0","531","1566","21","0","66","15","12","0","0","0","23396476","1316580","1288328","28252","0","0","88","70","15","22","131","0","65","630784","123957","14336","13814","2048","1862","23808","9984","","39","26","0","65692","57","52","2888","0","0",
2022-03-02 14:50:09,"56788940","45","0","0","0","531","1566","23","0","67","15","11","0","0","0","23396476","1450944","1422692","28252","0","0","88","69","15","22","131","0","65","761856","447857","14336","13814","2048","1862","23808","9984","","39","26","0","65692","57","52","2888","0","0",
2022-03-02 14:50:10,"56631440","46","0","0","0","531","1566","21","0","64","13","14","0","0","0","23396476","1607008","1578756","28252","0","0","88","70","14","22","131","0","65","917504","345878","14336","13814","2048","1862","23808","9984","","39","26","0","65692","57","52","2888","0","0",
2022-03-02 14:50:11,"57187604","44","0","0","0","531","1566","23","0","54","11","30","0","0","0","23396476","1054924","1026672","28252","0","0","88","56","11","22","131","0","65","368640","143554","14336","13814","2048","1862","23808","9984","","39","26","26","65692","57","52","2888","0","0",
2022-03-02 14:50:12,"57021240","45","0","0","0","531","1565","20","0","68","14","11","0","0","0","23396476","1218404","1190152","28252","0","0","88","71","14","22","131","0","64","532480","101078","14336","13814","2048","1862","23808","9984","","38","26","0","64664","57","52","2888","0","0",
